latitude,longitude,rainfall,soil_type,elevation,groundwater_depth,slope,land_use,borewell_suitability
17.3106,76.7026,955.4,Loamy,288.3,18.36,2.04,Agricultural,Medium
18.8953,78.5829,1232.9,Clayey,327.6,6.79,0.45,Agricultural,High
17.9558,76.0121,696.7,Sandy,394.0,7.44,2.05,Barren,High
18.3908,73.5559,369.3,Sandy,418.2,18.66,3.73,Agricultural,Medium
16.7616,75.0107,841.9,Loamy,809.0,12.73,3.17,Forest,High
15.5048,76.7933,511.0,Sandy,137.2,16.79,3.58,Agricultural,Low
18.7938,77.2221,1115.7,Loamy,191.3,30.1,8.54,Urban,Low
17.4209,79.114,661.2,Sandy,492.3,26.91,0.7,Agricultural,High
20.4153,73.1721,1035.7,Sandy,587.9,23.47,5.04,Agricultural,Medium
17.0196,73.1795,1086.5,Sandy,10.0,26.01,3.56,Agricultural,Medium
15.4428,74.6943,1112.8,Clayey,404.0,23.97,4.3,Forest,Low
16.4958,79.2487,1180.3,Clayey,284.3,1.0,27.29,Forest,High
18.5395,73.921,1052.6,Sandy,10.0,16.01,0.45,Forest,High
19.841,77.9572,646.1,Sandy,246.1,1.0,3.21,Forest,High
20.7043,74.0678,595.6,Sandy,480.5,5.66,0.58,Agricultural,Medium
20.2606,73.6687,1181.3,Loamy,340.1,11.68,1.36,Agricultural,High
16.2778,74.4746,445.9,Rocky,212.1,14.21,0.18,Agricultural,Medium
20.1786,74.6175,878.9,Loamy,446.1,13.44,2.11,Urban,High
15.0552,77.6115,1075.9,Sandy,183.9,12.31,8.56,Urban,High
20.7938,76.4886,1595.8,Loamy,573.2,7.51,5.66,Agricultural,High
20.6988,75.3762,200.0,Sandy,132.8,10.84,1.91,Barren,Medium
20.3262,74.9195,1064.0,Loamy,408.1,20.17,12.79,Agricultural,High
15.6672,77.799,599.9,Clayey,394.2,28.41,3.22,Agricultural,Low
20.7671,78.8249,996.9,Clayey,612.3,22.2,0.0,Agricultural,Medium
19.2795,78.9899,1347.2,Loamy,568.4,22.64,4.52,Barren,Low
15.587,77.1469,1244.6,Clayey,258.6,19.18,0.26,Forest,Medium
17.1035,78.1318,980.1,Sandy,329.1,20.46,10.82,Barren,Medium
18.6951,79.1504,789.9,Loamy,265.2,22.15,5.04,Agricultural,Medium
20.7236,78.5351,780.1,Loamy,253.8,6.06,2.1,Agricultural,High
16.274,79.4459,537.1,Loamy,286.1,10.89,5.74,Forest,High
19.1758,77.0606,659.0,Sandy,478.7,15.88,1.29,Barren,Medium
16.0136,74.1693,735.4,Rocky,280.5,16.13,1.97,Agricultural,High
16.0646,73.4749,1155.8,Sandy,383.2,14.69,4.55,Forest,High
20.4794,73.1251,863.5,Clayey,534.3,17.01,10.76,Forest,Medium
16.9247,78.0333,803.2,Rocky,387.4,23.66,1.38,Urban,Low
18.6687,73.7288,1727.9,Rocky,390.0,17.13,11.3,Agricultural,High
18.5616,77.8484,757.8,Clayey,601.4,7.6,2.7,Urban,Low
18.5059,75.2852,739.2,Rocky,534.0,14.98,9.29,Barren,Medium
16.5108,77.1613,200.0,Clayey,439.5,30.18,6.33,Urban,Low
19.1084,77.9634,1192.6,Rocky,174.5,12.72,3.04,Agricultural,Medium
17.221,77.3812,1179.8,Sandy,542.4,17.48,1.07,Agricultural,High
17.3535,78.0108,425.6,Loamy,629.4,13.22,3.86,Urban,High
15.8182,77.3608,359.1,Sandy,325.1,18.49,2.95,Agricultural,Medium
18.4297,75.7732,1230.3,Sandy,301.5,1.0,2.8,Agricultural,High
16.4511,78.7337,1144.7,Loamy,608.1,9.73,0.37,Urban,High
17.8868,79.0433,782.5,Loamy,542.7,26.61,4.77,Urban,High
20.9578,73.7345,957.1,Rocky,10.0,7.14,0.32,Agricultural,Medium
16.5474,73.8415,971.8,Loamy,746.3,28.03,0.11,Agricultural,High
18.6805,73.5608,703.8,Sandy,824.2,18.43,0.29,Barren,Low
15.2714,76.9539,699.6,Clayey,525.3,14.64,2.25,Agricultural,High
18.1662,76.3635,999.6,Loamy,467.2,14.57,7.32,Agricultural,High
19.2245,79.3865,687.5,Clayey,322.9,16.56,0.11,Forest,Medium
18.2613,76.8516,1029.6,Clayey,486.3,11.83,3.45,Urban,High
20.1068,79.5735,1362.6,Loamy,283.9,8.09,1.88,Barren,High
15.837,73.0324,623.8,Sandy,429.4,20.45,9.88,Agricultural,Low
20.7759,76.7588,1010.2,Loamy,502.3,1.95,1.49,Urban,High
15.7129,77.0738,1046.8,Sandy,643.6,7.5,6.75,Barren,High
17.2067,73.5796,1255.7,Clayey,594.0,11.69,1.34,Urban,Medium
19.7898,75.6903,592.7,Sandy,338.3,23.39,0.13,Agricultural,Medium
20.3833,77.8629,725.1,Clayey,628.5,7.14,1.05,Urban,Medium
19.8209,79.5606,1284.3,Rocky,437.6,25.0,1.99,Agricultural,Medium
18.4406,78.5637,811.4,Loamy,747.4,16.18,3.75,Agricultural,Medium
18.7208,73.929,809.0,Loamy,266.3,19.59,2.02,Agricultural,Medium
17.6031,76.9601,1107.9,Loamy,298.3,25.64,6.91,Barren,Medium
19.9275,76.1624,671.2,Sandy,322.9,15.89,3.51,Forest,High
19.7711,77.8721,870.0,Sandy,662.0,21.74,15.19,Agricultural,Low
20.9191,77.5586,1010.9,Loamy,654.7,15.41,7.57,Agricultural,High
17.5045,73.9755,488.4,Rocky,386.0,4.05,0.18,Barren,Low
16.4234,77.6049,1034.3,Sandy,659.0,4.02,1.29,Agricultural,High
15.6473,73.5986,900.9,Rocky,460.2,11.27,3.06,Forest,High
15.5667,77.4227,845.9,Sandy,653.5,20.88,4.0,Barren,Low
18.8253,74.6673,1080.0,Loamy,593.6,22.88,20.3,Agricultural,High
15.3378,73.4495,1005.2,Sandy,564.1,17.71,4.02,Agricultural,High
17.1358,78.0639,988.1,Clayey,482.0,4.46,9.43,Urban,Medium
19.2731,77.939,1126.0,Loamy,627.4,10.56,5.88,Urban,High
16.7143,75.7475,860.2,Loamy,179.8,29.09,3.3,Forest,High
20.3765,76.412,608.1,Clayey,678.0,6.55,13.21,Forest,Low
20.2415,76.7182,1317.7,Rocky,231.6,23.71,4.38,Agricultural,Medium
18.6711,78.62,1061.6,Clayey,528.1,6.18,8.11,Forest,High
18.1955,76.6336,980.7,Rocky,458.7,22.04,13.08,Agricultural,Medium
16.1923,74.8952,1067.3,Clayey,249.6,21.06,1.77,Barren,Low
17.4623,78.7221,489.9,Sandy,429.3,13.5,2.86,Forest,Medium
19.8562,75.0742,685.0,Rocky,496.0,12.59,8.07,Forest,Medium
19.2058,75.5797,1356.4,Clayey,740.7,16.07,3.76,Urban,High
16.8861,74.27,1184.9,Sandy,405.4,17.59,3.6,Agricultural,High
